BookingCode;BookingDate;FlightDate;FlightNumber;BookedSeats;RevenueActualFare;Ancillary Revenue,,
PNR23279;06.04.2023 00:00;08.04.2023;EW9501;1;90;21,,
PNR23280;06.04.2023 00:00;12.04.2023;EW9592;1;30;40,,
PNR23281;06.04.2023 00:00;12.04.2023;EW9592;2;60;52,,
PNR23282;06.04.2023 00:00;10.04.2023;EW9594;1;75;50,,
PNR23283;06.04.2023 00:00;09.04.2023;EW591;2;350;96,,
PNR23284;06.04.2023 00:00;08.04.2023;EW9582;1;210;50,,
PNR23285;06.04.2023 00:00;07.04.2023;EW2593;3;90;36,,
PNR23286;06.04.2023 00:00;12.04.2023;EW592;1;55;38,,
PNR23287;06.04.2023 00:00;12.04.2023;EW2596;1;65;1,,
PNR23288;06.04.2023 00:00;09.04.2023;EW9501;1;180;61,,
PNR23289;06.04.2023 00:00;09.04.2023;EW9592;2;190;184,,
PNR23290;06.04.2023 00:00;07.04.2023;EW8593;2;80;24,,
PNR23291;06.04.2023 00:00;12.04.2023;EW9580;2;80;100,,
PNR23292;06.04.2023 00:00;08.04.2023;EW8593;1;75;24,,
PNR23293;06.04.2023 00:00;09.04.2023;EW580;1;40;24,,
PNR23294;06.04.2023 00:00;12.04.2023;EW7588;1;150;22,,
PNR23295;06.04.2023 00:00;09.04.2023;EW592;4;285;57,,
PNR23296;06.04.2023 00:00;08.04.2023;EW9576;1;175;50,,
PNR23297;06.04.2023 00:00;06.04.2023;EW596;1;350;47,,
PNR23298;06.04.2023 00:00;10.04.2023;EW9595;1;350;38,,
PNR23299;06.04.2023 00:00;12.04.2023;EW580;2;55;113,,
PNR23300;06.04.2023 00:00;06.04.2023;EW2593;2;150;96,,
PNR23301;06.04.2023 00:00;07.04.2023;EW587;1;65;63,,
PNR23302;06.04.2023 00:00;11.04.2023;EW6893;1;75;51,,
PNR23303;06.04.2023 00:00;08.04.2023;EW588;1;105;22,,
PNR23303;06.04.2023 00:00;12.04.2023;EW583;1;290;11,,
PNR23304;06.04.2023 00:00;08.04.2023;EW8590;2;350;100,,
PNR23305;06.04.2023 00:00;12.04.2023;EW7588;2;270;113,,
PNR23306;06.04.2023 00:00;09.04.2023;EW2586;1;165;86,,
PNR23307;06.04.2023 00:00;11.04.2023;EW2592;1;85;25,,
PNR23308;06.04.2023 00:00;11.04.2023;EW6899;1;85;50,,
PNR23309;06.04.2023 00:00;12.04.2023;EW9550;1;110;43,,
PNR23310;06.04.2023 00:00;08.04.2023;EW9500;1;210;52,,
PNR23311;06.04.2023 00:00;07.04.2023;EW583;1;40;50,,
PNR23312;06.04.2023 00:00;10.04.2023;EW2585;1;300;50,,
PNR23313;06.04.2023 00:00;07.04.2023;EW9579;1;30;27,,
PNR23314;06.04.2023 00:00;06.04.2023;EW2581;6;390;85,,
PNR23315;06.04.2023 00:00;09.04.2023;EW7592;1;150;64,,
PNR23316;06.04.2023 00:00;12.04.2023;EW584;2;55;88,,
PNR23317;06.04.2023 00:00;09.04.2023;EW586;1;95;50,,
PNR23318;06.04.2023 00:00;12.04.2023;EW9574;3;120;71,,
PNR23319;06.04.2023 00:00;07.04.2023;EW7585;1;110;50,,
PNR23320;06.04.2023 00:00;07.04.2023;EW9559;2;410;88,,
PNR23321;06.04.2023 00:00;11.04.2023;EW2930;1;105;54,,
PNR23322;06.04.2023 00:00;09.04.2023;EW2263;1;85;54,,
PNR23323;06.04.2023 00:00;09.04.2023;EW9552;1;105;50,,
PNR23324;06.04.2023 00:00;09.04.2023;EW7089;1;175;44,,
PNR23325;06.04.2023 00:00;10.04.2023;EW9558;1;165;54,,
PNR23326;06.04.2023 00:00;11.04.2023;EW8370;1;95;54,,
PNR23327;06.04.2023 00:00;07.04.2023;EW8186;1;280;68,,
PNR23328;06.04.2023 00:00;09.04.2023;EW268;2;250;67,,
PNR23329;06.04.2023 00:00;07.04.2023;EW7267;2;250;108,,
PNR23330;06.04.2023 00:00;07.04.2023;EW253;1;245;21,,
PNR23330;06.04.2023 00:00;10.04.2023;EW252;1;105;21,,
PNR23331;06.04.2023 00:00;08.04.2023;EW9542;2;297;98,,
PNR23332;06.04.2023 00:00;09.04.2023;EW8186;1;205;67,,
PNR23333;06.04.2023 00:00;08.04.2023;EW9548;1;185;54,,
PNR23334;06.04.2023 00:00;10.04.2023;EW9559;1;330;38,,
PNR23335;06.04.2023 00:00;11.04.2023;EW261;2;250;103,,
PNR23336;06.04.2023 00:00;08.04.2023;EW2931;1;175;45,,
PNR23337;06.04.2023 00:00;09.04.2023;EW2263;1;112;54,,
PNR23338;06.04.2023 00:00;09.04.2023;EW7086;2;100;48,,
PNR23339;06.04.2023 00:00;06.04.2023;EW2263;1;135;169,,
PNR23340;06.04.2023 00:00;08.04.2023;EW7266;2;290;108,,
PNR23341;06.04.2023 00:00;07.04.2023;EW8186;1;280;68,,
PNR23342;06.04.2023 00:00;09.04.2023;EW9548;1;125;67,,
PNR23343;06.04.2023 00:00;07.04.2023;EW7533;3;620;713,,
PNR23344;06.04.2023 00:00;08.04.2023;EW7532;1;135;54,,
PNR23345;06.04.2023 00:00;09.04.2023;EW9548;2;250;25,,
PNR23346;06.04.2023 00:00;12.04.2023;EW9542;2;250;74,,
PNR23347;06.04.2023 00:00;09.04.2023;EW7086;1;40;24,,
PNR23348;06.04.2023 00:00;06.04.2023;EW535;2;210;110,,
PNR23349;06.04.2023 00:00;09.04.2023;EW2524;2;250;29,,
PNR23349;06.04.2023 00:00;12.04.2023;EW2529;2;290;28,,
PNR23350;06.04.2023 00:00;09.04.2023;EW9445;4;680;224,,
PNR23351;06.04.2023 00:00;10.04.2023;EW520;4;612;20,,
PNR23352;06.04.2023 00:00;10.04.2023;EW9534;2;410;104,,
PNR23353;06.04.2023 00:00;12.04.2023;EW9444;1;80;9,,
PNR23354;06.04.2023 00:00;11.04.2023;EW8537;1;300;53,,
PNR23355;06.04.2023 00:00;09.04.2023;EW2524;1;125;61,,
PNR23356;06.04.2023 00:00;09.04.2023;EW2531;1;110;50,,
PNR23357;06.04.2023 00:00;08.04.2023;EW9441;1;100;50,,
PNR23358;06.04.2023 00:00;11.04.2023;EW7537;2;429;138,,
PNR23359;06.04.2023 00:00;07.04.2023;EW2536;4;1340;108,,
PNR23360;06.04.2023 00:00;12.04.2023;EW2537;1;140;7,,
PNR23361;06.04.2023 00:00;07.04.2023;EW8537;1;150;52,,
PNR23362;06.04.2023 00:00;08.04.2023;EW7541;1;145;42,,
PNR23363;06.04.2023 00:00;07.04.2023;EW9537;2;240;126,,
PNR23364;06.04.2023 00:00;07.04.2023;EW7520;1;345;47,,
PNR23364;06.04.2023 00:00;10.04.2023;EW7521;1;295;47,,
PNR23365;06.04.2023 00:00;09.04.2023;EW2530;2;220;52,,
PNR23366;06.04.2023 00:00;08.04.2023;EW7540;1;165;44,,
PNR23367;06.04.2023 00:00;07.04.2023;EW9535;1;110;63,,
PNR23368;06.04.2023 00:00;07.04.2023;EW2537;1;170;50,,
PNR23369;06.04.2023 00:00;10.04.2023;EW2530;2;300;100,,
PNR23370;06.04.2023 00:00;07.04.2023;EW9537;1;120;60,,
PNR23371;06.04.2023 00:00;11.04.2023;EW9445;2;340;46,,
PNR23372;06.04.2023 00:00;08.04.2023;EW9531;1;110;14,,
PNR23373;06.04.2023 00:00;11.04.2023;EW9537;1;335;41,,
PNR23374;06.04.2023 00:00;07.04.2023;EW9442;1;265;34,,
PNR23375;06.04.2023 00:00;08.04.2023;EW527;1;105;50,,
PNR23376;06.04.2023 00:00;09.04.2023;EW2530;2;220;100,,
PNR23377;06.04.2023 00:00;07.04.2023;EW2528;2;620;112,,
PNR23377;06.04.2023 00:00;10.04.2023;EW2521;2;420;94,,
PNR23378;06.04.2023 00:00;11.04.2023;EW858;1;85;21,,
PNR23379;06.04.2023 00:00;10.04.2023;EW2530;1;150;50,,
PNR23380;06.04.2023 00:00;07.04.2023;EW9519;1;215;50,,
PNR23381;06.04.2023 00:00;11.04.2023;EW9442;1;90;47,,
PNR23382;06.04.2023 00:00;11.04.2023;EW2520;1;105;46,,
PNR23383;06.04.2023 00:00;07.04.2023;EW2537;1;170;50,,
PNR23384;06.04.2023 00:00;06.04.2023;EW9539;1;150;38,,
PNR23385;06.04.2023 00:00;11.04.2023;EW9442;1;90;43,,
PNR23386;06.04.2023 00:00;10.04.2023;EW9539;2;730;100,,
PNR23387;06.04.2023 00:00;06.04.2023;EW9539;2;340;100,,
PNR23388;06.04.2023 00:00;10.04.2023;EW9538;1;265;30,,
PNR23389;06.04.2023 00:00;08.04.2023;EW9536;1;205;43,,
PNR23390;06.04.2023 00:00;07.04.2023;EW2530;2;630;56,,
PNR23391;06.04.2023 00:00;11.04.2023;EW7531;2;330;104,,
PNR23392;06.04.2023 00:00;09.04.2023;EW2524;1;125;26,,
PNR23393;06.04.2023 00:00;09.04.2023;EW2524;1;125;50,,
PNR23394;06.04.2023 00:00;07.04.2023;EW2529;4;399;128,,
PNR23394;06.04.2023 00:00;10.04.2023;EW2520;4;475;92,,
PNR23395;06.04.2023 00:00;07.04.2023;EW2516;2;690;130,,
PNR23395;06.04.2023 00:00;10.04.2023;EW2517;2;590;100,,
PNR23396;06.04.2023 00:00;07.04.2023;EW2520;1;260;56,,
PNR23397;06.04.2023 00:00;12.04.2023;EW9539;1;215;50,,
PNR23398;06.04.2023 00:00;11.04.2023;EW7540;1;105;44,,
PNR23399;06.04.2023 00:00;08.04.2023;EW9530;1;130;42,,
PNR23400;06.04.2023 00:00;08.04.2023;EW7530;2;250;27,,
PNR23400;06.04.2023 00:00;10.04.2023;EW2531;2;345;27,,
PNR23401;06.04.2023 00:00;11.04.2023;EW2529;1;210;47,,
PNR23402;06.04.2023 00:00;07.04.2023;EW9538;2;530;36,,
PNR23403;06.04.2023 00:00;07.04.2023;EW2531;4;600;50,,
PNR23403;06.04.2023 00:00;10.04.2023;EW2530;4;600;50,,
PNR23404;06.04.2023 00:00;12.04.2023;EW9530;1;80;50,,
PNR23405;06.04.2023 00:00;08.04.2023;EW9531;2;220;28,,
PNR23406;06.04.2023 00:00;11.04.2023;EW859;2;370;32,,
PNR23407;06.04.2023 00:00;08.04.2023;EW9536;1;205;50,,
PNR23408;06.04.2023 00:00;10.04.2023;EW521;2;520;54,,
PNR23409;06.04.2023 00:00;11.04.2023;EW2520;2;210;94,,
PNR23410;06.04.2023 00:00;08.04.2023;EW9530;1;130;14,,
PNR23411;06.04.2023 00:00;12.04.2023;EW9444;1;80;34,,
PNR23412;06.04.2023 00:00;11.04.2023;EW521;1;260;26,,
PNR23413;06.04.2023 00:00;11.04.2023;EW2521;3;525;141,,
PNR23414;06.04.2023 00:00;11.04.2023;EW9443;2;530;18,,
PNR23414;06.04.2023 00:00;11.04.2023;EW9444;2;260;18,,
PNR23415;06.04.2023 00:00;09.04.2023;EW9442;1;130;47,,
PNR23416;06.04.2023 00:00;08.04.2023;EW9530;3;390;159,,
PNR23417;06.04.2023 00:00;09.04.2023;EW7536;2;500;110,,
PNR23418;06.04.2023 00:00;10.04.2023;EW2520;1;125;56,,
PNR23419;06.04.2023 00:00;10.04.2023;EW9536;3;476;173,,
PNR23420;06.04.2023 00:00;12.04.2023;EW2537;1;140;41,,
PNR23421;06.04.2023 00:00;07.04.2023;EW9535;1;110;50,,
PNR23422;06.04.2023 00:00;09.04.2023;EW2524;1;125;24,,
PNR23423;06.04.2023 00:00;11.04.2023;EW520;1;125;44,,
PNR23424;06.04.2023 00:00;07.04.2023;EW9445;1;172;9,,
PNR23425;06.04.2023 00:00;11.04.2023;EW7530;1;125;50,,
PNR23426;06.04.2023 00:00;10.04.2023;EW2521;1;210;38,,
PNR23427;06.04.2023 00:00;12.04.2023;EW9444;1;80;36,,
PNR23428;06.04.2023 00:00;09.04.2023;EW9536;1;170;27,,
PNR23429;06.04.2023 00:00;07.04.2023;EW9445;3;602;132,,
PNR23430;06.04.2023 00:00;08.04.2023;EW7540;1;165;56,,
PNR23431;06.04.2023 00:00;06.04.2023;EW7521;1;150;39,,
PNR23432;06.04.2023 00:00;09.04.2023;EW9538;1;130;60,,
PNR23433;06.04.2023 00:00;09.04.2023;EW858;1;125;44,,
PNR23434;06.04.2023 00:00;12.04.2023;EW9534;1;100;50,,
PNR23435;06.04.2023 00:00;07.04.2023;EW9443;2;340;94,,
PNR23436;06.04.2023 00:00;08.04.2023;EW8595;1;145;61,,
PNR23437;06.04.2023 00:00;12.04.2023;EW7515;1;128;23,,
PNR23438;06.04.2023 00:00;07.04.2023;EW588;2;390;45,,
PNR23439;06.04.2023 00:00;09.04.2023;EW9592;2;170;70,,
PNR23440;06.04.2023 00:00;10.04.2023;EW7592;4;666;96,,
PNR23441;06.04.2023 00:00;08.04.2023;EW580;1;125;22,,
PNR23442;06.04.2023 00:00;09.04.2023;EW6893;1;95;66,,
PNR23443;06.04.2023 00:00;08.04.2023;EW580;1;125;21,,
PNR23444;06.04.2023 00:00;12.04.2023;EW9578;1;40;26,,
PNR23445;06.04.2023 00:00;11.04.2023;EW7589;1;185;22,,
PNR23446;06.04.2023 00:00;11.04.2023;EW9586;1;40;25,,
PNR23447;06.04.2023 00:00;08.04.2023;EW9576;1;175;22,,
PNR23448;06.04.2023 00:00;09.04.2023;EW9502;4;361;23,,
PNR23449;06.04.2023 00:00;12.04.2023;EW6893;1;95;50,,
PNR23450;06.04.2023 00:00;11.04.2023;EW6893;2;150;20,,
PNR23451;06.04.2023 00:00;07.04.2023;EW6892;1;40;40,,
PNR23452;06.04.2023 00:00;09.04.2023;EW9574;2;150;86,,
PNR23453;06.04.2023 00:00;09.04.2023;EW9586;1;75;50,,
PNR23454;06.04.2023 00:00;06.04.2023;EW2583;2;345;26,,
PNR23455;06.04.2023 00:00;09.04.2023;EW580;1;40;26,,
PNR23456;06.04.2023 00:00;12.04.2023;EW9593;5;1200;52,,
PNR23457;06.04.2023 00:00;08.04.2023;EW2586;2;500;50,,
PNR23458;06.04.2023 00:00;10.04.2023;EW588;2;80;21,,
PNR23459;06.04.2023 00:00;08.04.2023;EW2544;2;204;10,,
PNR23460;06.04.2023 00:00;10.04.2023;EW8592;1;105;21,,
PNR23461;06.04.2023 00:00;12.04.2023;EW581;2;500;86,,
PNR23462;06.04.2023 00:00;06.04.2023;EW2581;1;55;43,,
PNR23463;06.04.2023 00:00;10.04.2023;EW9589;1;290;25,,
PNR23464;06.04.2023 00:00;11.04.2023;EW6893;3;225;75,,
PNR23465;06.04.2023 00:00;08.04.2023;EW590;2;290;55,,
PNR23466;06.04.2023 00:00;07.04.2023;EW583;1;40;25,,
PNR23467;06.04.2023 00:00;12.04.2023;EW6893;1;105;26,,
PNR23468;06.04.2023 00:00;08.04.2023;EW588;2;210;26,,
PNR23469;06.04.2023 00:00;06.04.2023;EW2583;2;345;56,,
PNR23470;06.04.2023 00:00;11.04.2023;EW9581;3;652;30,,
PNR23471;06.04.2023 00:00;11.04.2023;EW6893;1;75;26,,
PNR23472;06.04.2023 00:00;10.04.2023;EW588;2;80;26,,
PNR23473;06.04.2023 00:00;10.04.2023;EW8592;5;456;78,,
PNR23474;06.04.2023 00:00;11.04.2023;EW9589;1;290;21,,
PNR23475;06.04.2023 00:00;07.04.2023;EW9595;1;55;41,,
PNR23476;06.04.2023 00:00;06.04.2023;EW596;1;350;26,,
PNR23477;06.04.2023 00:00;08.04.2023;EW8594;5;638;76,,
PNR23478;06.04.2023 00:00;09.04.2023;EW580;1;40;21,,
PNR23479;06.04.2023 00:00;11.04.2023;EW2592;1;85;61,,
PNR23480;06.04.2023 00:00;08.04.2023;EW8593;1;75;21,,
PNR23481;06.04.2023 00:00;10.04.2023;EW8592;3;273;26,,
PNR23482;06.04.2023 00:00;09.04.2023;EW252;2;130;26,,
PNR23483;06.04.2023 00:00;12.04.2023;EW2534;2;190;42,,
PNR23484;06.04.2023 00:00;11.04.2023;EW9558;4;450;52,,
PNR23485;06.04.2023 00:00;09.04.2023;EW9552;2;240;52,,
PNR23486;06.04.2023 00:00;10.04.2023;EW9542;1;205;21,,
PNR23487;06.04.2023 00:00;08.04.2023;EW9542;1;165;21,,
PNR23488;06.04.2023 00:00;09.04.2023;EW9548;4;450;52,,
PNR23489;06.04.2023 00:00;08.04.2023;EW2534;4;774;52,,
PNR23490;06.04.2023 00:00;09.04.2023;EW2534;2;230;52,,
PNR23491;06.04.2023 00:00;09.04.2023;EW252;3;182;52,,
PNR23492;06.04.2023 00:00;09.04.2023;EW9543;1;93;64,,
PNR23493;06.04.2023 00:00;09.04.2023;EW9552;1;120;26,,
PNR23494;06.04.2023 00:00;09.04.2023;EW2530;2;260;25,,
PNR23495;06.04.2023 00:00;06.04.2023;EW7536;1;350;77,,
PNR23496;06.04.2023 00:00;07.04.2023;EW2536;1;335;65,,
PNR23497;06.04.2023 00:00;10.04.2023;EW9538;2;530;42,,
PNR23498;06.04.2023 00:00;09.04.2023;EW9536;1;170;25,,
PNR23499;06.04.2023 00:00;12.04.2023;EW526;1;125;70,,
PNR23500;06.04.2023 00:00;06.04.2023;EW535;2;210;26,,
PNR23501;06.04.2023 00:00;07.04.2023;EW7521;1;150;31,,
PNR23502;06.04.2023 00:00;07.04.2023;EW526;2;420;64,,
PNR23503;06.04.2023 00:00;09.04.2023;EW2530;3;308;85,,
PNR23504;06.04.2023 00:00;10.04.2023;EW2520;3;350;26,,
PNR23505;06.04.2023 00:00;10.04.2023;EW2520;1;125;21,,
PNR23506;06.04.2023 00:00;06.04.2023;EW2520;3;1080;117,,
PNR23507;06.04.2023 00:00;07.04.2023;EW9537;6;672;241,,
PNR23508;06.04.2023 00:00;11.04.2023;EW9536;1;120;40,,
PNR23509;06.04.2023 00:00;06.04.2023;EW2520;1;210;20,,
PNR23510;06.04.2023 00:00;09.04.2023;EW9442;4;494;36,,
PNR23511;06.04.2023 00:00;11.04.2023;EW8536;2;300;26,,
PNR23512;06.04.2023 00:00;09.04.2023;EW2524;1;125;21,,
PNR23513;06.04.2023 00:00;12.04.2023;EW2529;1;145;26,,
PNR23514;06.04.2023 00:00;06.04.2023;EW2529;1;125;26,,
PNR23515;06.04.2023 00:00;11.04.2023;EW9538;1;177;21,,
PNR23516;06.04.2023 00:00;12.04.2023;EW2520;2;250;57,,
PNR23517;06.04.2023 00:00;12.04.2023;EW9442;1;60;21,,
PNR23518;06.04.2023 00:00;11.04.2023;EW9443;2;430;64,,
PNR23519;06.04.2023 00:00;11.04.2023;EW9442;1;90;23,,
PNR23520;06.04.2023 00:00;08.04.2023;EW9536;1;205;50,,
PNR23521;06.04.2023 00:00;09.04.2023;EW9536;1;170;10,,
PNR23522;06.04.2023 00:00;12.04.2023;EW2530;1;265;32,,
PNR23523;06.04.2023 00:00;12.04.2023;EW2529;1;145;23,,
PNR23524;06.04.2023 00:00;07.04.2023;EW526;1;210;73,,
PNR23525;06.04.2023 00:00;09.04.2023;EW859;1;145;25,,
PNR23526;06.04.2023 00:00;11.04.2023;EW7540;1;105;26,,
PNR23527;06.04.2023 00:00;09.04.2023;EW9536;2;340;125,,
PNR23528;06.04.2023 00:00;08.04.2023;EW9538;3;450;69,,
PNR23529;06.04.2023 00:00;07.04.2023;EW9445;1;215;46,,
PNR23530;06.04.2023 00:00;10.04.2023;EW2521;3;588;26,,
PNR23531;06.04.2023 00:00;11.04.2023;EW2521;1;175;54,,
PNR23532;06.04.2023 00:00;07.04.2023;EW9535;2;220;99,,
PNR23533;06.04.2023 00:00;09.04.2023;EW9533;2;260;48,,
PNR23534;06.04.2023 00:00;07.04.2023;EW9537;1;240;35,,
PNR23535;06.04.2023 00:00;11.04.2023;EW580;1;85;192,,
PNR23536;06.04.2023 00:00;09.04.2023;EW9542;2;250;112,,
PNR23537;06.04.2023 00:00;12.04.2023;EW9444;1;80;39,,
PNR23538;06.04.2023 00:00;12.04.2023;EW9444;1;102;87,,
PNR23539;06.04.2023 00:00;11.04.2023;EW9574;1;65;21,,
PNR23540;06.04.2023 00:00;07.04.2023;EW268;1;205;25,,
PNR23540;06.04.2023 00:00;09.04.2023;EW269;1;145;25,,
PNR23541;06.04.2023 00:00;11.04.2023;EW7541;2;413;42,,
PNR23542;07.04.2023 00:00;10.04.2023;EW7582;1;185;41,,
PNR23543;07.04.2023 00:00;08.04.2023;EW2596;1;346;46,,
PNR23544;07.04.2023 00:00;11.04.2023;EW9537;1;335;41,,
PNR23545;07.04.2023 00:00;09.04.2023;EW9580;2;272;82,,
PNR23546;07.04.2023 00:00;08.04.2023;EW2596;1;341;41,,
PNR23547;07.04.2023 00:00;12.04.2023;EW9442;1;118;38,,
PNR23548;07.04.2023 00:00;12.04.2023;EW592;2;110;80,,
PNR23549;07.04.2023 00:00;08.04.2023;EW9588;4;798;255,,
PNR23550;07.04.2023 00:00;09.04.2023;EW6894;1;250;41,,
PNR23551;07.04.2023 00:00;09.04.2023;EW9590;2;190;102,,
PNR23551;07.04.2023 00:00;12.04.2023;EW9575;2;500;82,,
PNR23552;07.04.2023 00:00;10.04.2023;EW582;2;190;121,,
PNR23553;07.04.2023 00:00;12.04.2023;EW9574;3;120;122,,
PNR23554;07.04.2023 00:00;12.04.2023;EW581;1;250;64,,
PNR23555;07.04.2023 00:00;12.04.2023;EW9586;1;30;110,,
PNR23556;07.04.2023 00:00;08.04.2023;EW580;1;145;75,,
PNR23556;07.04.2023 00:00;12.04.2023;EW6898;1;290;75,,
PNR23557;07.04.2023 00:00;08.04.2023;EW7589;2;260;122,,
PNR23558;07.04.2023 00:00;09.04.2023;EW6892;2;185;122,,
PNR23559;07.04.2023 00:00;11.04.2023;EW9586;2;80;96,,
PNR23560;07.04.2023 00:00;10.04.2023;EW6895;1;85;43,,
PNR23561;07.04.2023 00:00;10.04.2023;EW8592;1;105;11,,
PNR23561;07.04.2023 00:00;12.04.2023;EW6892;1;145;11,,
PNR23562;07.04.2023 00:00;10.04.2023;EW9590;1;65;50,,
PNR23563;07.04.2023 00:00;11.04.2023;EW7515;1;180;55,,
PNR23564;07.04.2023 00:00;11.04.2023;EW9590;5;120;242,,
PNR23565;07.04.2023 00:00;11.04.2023;EW9580;2;130;59,,
PNR23566;07.04.2023 00:00;10.04.2023;EW2594;2;130;54,,
PNR23567;07.04.2023 00:00;10.04.2023;EW9576;1;65;12,,
PNR23568;07.04.2023 00:00;10.04.2023;EW9584;1;75;50,,
PNR23569;07.04.2023 00:00;08.04.2023;EW2581;1;40;50,,
PNR23570;07.04.2023 00:00;08.04.2023;EW9582;2;420;212,,
PNR23571;07.04.2023 00:00;09.04.2023;EW580;2;80;48,,
PNR23572;07.04.2023 00:00;08.04.2023;EW580;1;145;22,,
PNR23573;07.04.2023 00:00;09.04.2023;EW578;2;190;96,,
PNR23574;07.04.2023 00:00;08.04.2023;EW596;1;145;11,,
PNR23574;07.04.2023 00:00;12.04.2023;EW585;1;290;11,,
PNR23575;07.04.2023 00:00;10.04.2023;EW9594;3;210;146,,
PNR23576;07.04.2023 00:00;08.04.2023;EW597;2;190;33,,
PNR23577;07.04.2023 00:00;10.04.2023;EW9594;2;150;96,,
PNR23578;07.04.2023 00:00;08.04.2023;EW7593;1;130;10,,
PNR23579;07.04.2023 00:00;12.04.2023;EW581;1;250;50,,
PNR23580;07.04.2023 00:00;09.04.2023;EW9592;1;95;49,,
PNR23581;07.04.2023 00:00;10.04.2023;EW598;3;154;25,,
PNR23582;07.04.2023 00:00;12.04.2023;EW6893;3;294;93,,
PNR23583;07.04.2023 00:00;12.04.2023;EW9594;1;40;63,,
PNR23584;07.04.2023 00:00;12.04.2023;EW6899;1;30;26,,
PNR23585;07.04.2023 00:00;09.04.2023;EW9582;1;85;25,,
PNR23586;07.04.2023 00:00;09.04.2023;EW6893;1;95;35,,
PNR23587;07.04.2023 00:00;10.04.2023;EW9578;4;306;76,,
PNR23588;07.04.2023 00:00;08.04.2023;EW9583;1;75;94,,
PNR23589;07.04.2023 00:00;08.04.2023;EW580;1;125;50,,
PNR23590;07.04.2023 00:00;08.04.2023;EW8591;1;155;41,,
PNR23590;07.04.2023 00:00;08.04.2023;EW8592;1;300;51,,
PNR23591;07.04.2023 00:00;11.04.2023;EW9590;1;40;12,,
PNR23592;07.04.2023 00:00;08.04.2023;EW9574;2;420;96,,
PNR23593;07.04.2023 00:00;12.04.2023;EW9592;4;120;27,,
PNR23594;07.04.2023 00:00;12.04.2023;EW7588;1;150;65,,
PNR23595;07.04.2023 00:00;09.04.2023;EW582;2;130;122,,
PNR23596;07.04.2023 00:00;10.04.2023;EW8592;3;315;58,,
PNR23597;07.04.2023 00:00;09.04.2023;EW9502;3;285;53,,
PNR23598;07.04.2023 00:00;08.04.2023;EW590;1;145;41,,
PNR23599;07.04.2023 00:00;11.04.2023;EW580;2;170;124,,
PNR23600;07.04.2023 00:00;11.04.2023;EW9574;3;117;123,,
PNR23601;07.04.2023 00:00;08.04.2023;EW9592;4;700;181,,
PNR23602;07.04.2023 00:00;11.04.2023;EW598;2;110;33,,
PNR23603;07.04.2023 00:00;08.04.2023;EW9594;2;420;132,,
PNR23603;07.04.2023 00:00;12.04.2023;EW9593;2;500;132,,
PNR23604;07.04.2023 00:00;11.04.2023;EW585;1;350;65,,
PNR23605;07.04.2023 00:00;07.04.2023;EW8593;1;65;51,,
PNR23606;07.04.2023 00:00;12.04.2023;EW9574;2;80;26,,
PNR23607;07.04.2023 00:00;08.04.2023;EW7592;2;430;96,,
PNR23607;07.04.2023 00:00;12.04.2023;EW7581;2;300;96,,
PNR23608;07.04.2023 00:00;12.04.2023;EW9575;2;500;152,,
PNR23609;07.04.2023 00:00;09.04.2023;EW2580;1;250;23,,
PNR23610;07.04.2023 00:00;09.04.2023;EW9503;1;85;26,,
PNR23611;07.04.2023 00:00;12.04.2023;EW9550;1;110;59,,
PNR23612;07.04.2023 00:00;09.04.2023;EW9500;4;380;184,,
PNR23613;07.04.2023 00:00;10.04.2023;EW9594;2;150;21,,
PNR23614;07.04.2023 00:00;08.04.2023;EW9575;1;75;22,,
PNR23615;07.04.2023 00:00;08.04.2023;EW7590;2;530;86,,
PNR23616;07.04.2023 00:00;08.04.2023;EW9575;1;75;72,,
PNR23617;07.04.2023 00:00;09.04.2023;EW9500;4;342;166,,
PNR23618;07.04.2023 00:00;10.04.2023;EW9576;1;65;50,,
PNR23619;07.04.2023 00:00;09.04.2023;EW9597;1;250;50,,
PNR23620;07.04.2023 00:00;09.04.2023;EW6893;1;95;10,,
PNR23621;07.04.2023 00:00;09.04.2023;EW9583;1;250;64,,
PNR23622;07.04.2023 00:00;11.04.2023;EW7591;3;555;135,,
PNR23623;07.04.2023 00:00;09.04.2023;EW580;2;80;32,,
PNR23624;07.04.2023 00:00;09.04.2023;EW9503;1;85;54,,
PNR23625;07.04.2023 00:00;09.04.2023;EW580;2;80;156,,
PNR23626;07.04.2023 00:00;10.04.2023;EW9576;1;65;50,,
PNR23627;07.04.2023 00:00;08.04.2023;EW2596;1;300;24,,
PNR23628;07.04.2023 00:00;08.04.2023;EW8592;2;580;100,,
PNR23629;07.04.2023 00:00;12.04.2023;EW9580;2;80;96,,
PNR23630;07.04.2023 00:00;12.04.2023;EW9594;1;40;22,,
PNR23631;07.04.2023 00:00;07.04.2023;EW593;1;40;35,,
PNR23632;07.04.2023 00:00;09.04.2023;EW9586;1;75;64,,
PNR23632;07.04.2023 00:00;12.04.2023;EW9581;1;250;64,,
PNR23633;07.04.2023 00:00;11.04.2023;EW6893;3;210;146,,
PNR23634;07.04.2023 00:00;12.04.2023;EW9575;1;250;50,,
PNR23635;07.04.2023 00:00;12.04.2023;EW7580;2;300;124,,
PNR23636;07.04.2023 00:00;12.04.2023;EW7587;4;600;58,,
PNR23637;07.04.2023 00:00;10.04.2023;EW8592;4;342;254,,
